"","Company","Specific_Bean_Origin_or_Bar_Name","REF","Review_Date","Cocoa_Percentage","Company_Location","Rating","Broad_Bean_Origin","Bitter"
"850","Kallari (Ecuatoriana)","Sisa 36hr/ W. F. blend prototype",241,2008,70,"Ecuador",3,"Ecuador","yes"
"851","Kallari (Ecuatoriana)","Sisa's Secret/ original micro",241,2008,70,"Ecuador",3.5,"Ecuador","yes"
"852","Kallari (Ecuatoriana)","Roberto",245,2008,75,"Ecuador",2.75,"Ecuador","yes"
"853","Kallari (Ecuatoriana)","Diego/ original micro",248,2008,85,"Ecuador",2.5,"Ecuador","yes"
"854","Kallari (Ecuatoriana)","Diego 48hr/ W.F. blend prototype",248,2008,85,"Ecuador",2.75,"Ecuador","yes"
"855","Kallari (Ecuatoriana)","Diego 60hr/ W.F. blend prototype",248,2008,85,"Ecuador",3,"Ecuador","yes"
"856","Kallari (Ecuatoriana)","Cacao Nacional W.F.",263,2008,75,"Ecuador",2.5,"Ecuador","yes"
"857","Kallari (Ecuatoriana)","Cacao Nacional W.F.",269,2008,85,"Ecuador",3,"Ecuador","yes"
"858","Kaoka (Cemoi)","Ecuador",423,2009,80,"France",2.75,"Ecuador","yes"
"859","Kerchner","La Red, Project Reserva, Guaconejo",1133,2013,70,"U.S.A.",3.75,"Dominican Republic","yes"
"860","Ki' Xocolatl","Dark",431,2009,72,"Mexico",2,"Mexico","yes"
"861","Kiskadee","La Red, Guanconjeco",1251,2014,60,"U.S.A.",3,"Dominican Republic","no"
"862","Kto","San Martin",1422,2014,72,"U.S.A.",2.5,"Peru","yes"
"863","Kto","Ocumare",1422,2014,72,"U.S.A.",2.75,"Venezuela","yes"
"864","Kto","Belize",1422,2014,72,"U.S.A.",3,"Belize","yes"
"865","Kto","Sambirano Valley",1422,2014,72,"U.S.A.",3.25,"Madagascar","yes"
"866","Kto","Belize",1426,2014,90,"U.S.A.",3.25,"Belize","yes"
"867","Kto","Elvesia",1426,2014,72,"U.S.A.",3.25,"Dominican Republic","yes"
"868","Kto","ROIG",1426,2014,72,"U.S.A.",3.25,"Dominican Republic","yes"
"869","K'ul","Kafupbo, Petit Bourg, De Borgnes",1840,2016,70,"U.S.A.",3.25,"Haiti","yes"
"870","K'ul","Maranon, Fortunato No. 4",1852,2016,70,"U.S.A.",2.75,"Peru","yes"
"871","K'ul","Los Rios, Hacienda Limon, Heirloom",1852,2016,70,"U.S.A.",3.75,"Ecuador","yes"
"872","K'ul","Bahia, Fazenda Camboa",1852,2016,70,"U.S.A.",3.75,"Brazil","yes"
"873","Kyya","Uganda",1359,2014,72.5,"U.S.A.",2.5,"Uganda","yes"
"874","Kyya","Hispaniola",1359,2014,72.5,"U.S.A.",3,"Dominican Republic","yes"
"875","Kyya","Ecuador",1363,2014,72.5,"U.S.A.",2.5,"Ecuador","yes"
"876","Kyya","Madagascar",1363,2014,72.5,"U.S.A.",3,"Madagascar","yes"
"877","L.A. Burdick (Felchlin)","Peru",891,2012,74,"U.S.A.",3.25,"Peru","yes"
"878","L.A. Burdick (Felchlin)","Brazil",891,2012,70,"U.S.A.",4,"Brazil","yes"
"879","L.A. Burdick (Felchlin)","Chuao",927,2012,68,"U.S.A.",3.75,"Venezuela","yes"
"880","L.A. Burdick (Felchlin)","Quito",682,2011,74,"U.S.A.",3.75,"Ecuador","yes"
"881","L.A. Burdick (Felchlin)","Grenada",576,2010,75,"U.S.A.",3.25,"Grenada","yes"
"882","L.A. Burdick (Felchlin)","Dominican Republic",576,2010,74,"U.S.A.",3.75,"Dominican Republic","yes"
"883","L.A. Burdick (Felchlin)","Venzuela",597,2010,71,"U.S.A.",3,"Venezuela","yes"
"884","L.A. Burdick (Felchlin)","Madagascar",431,2009,64,"U.S.A.",3.5,"Madagascar","yes"
"885","L.A. Burdick (Felchlin)","Bolivian",451,2009,68,"U.S.A.",3,"Bolivia","yes"
"886","La Chocolaterie Nanairo","Lumas, 2015 Harvest, Batch 6, brown sugar",1892,2016,70,"Japan",2.25,"Peru","yes"
"887","La Chocolaterie Nanairo","Lumas, 2015 Harvest, Batch 7",1892,2016,70,"Japan",2.5,"Peru","yes"
"888","La Chocolaterie Nanairo","Tumbes, 2013 Harvest, Batch 8",1892,2016,70,"Japan",3,"Peru","yes"
"889","La Chocolaterie Nanairo","Belize, 2014 Harvest, Batch 9",1892,2016,70,"Japan",3,"Belize","yes"
"890","La Maison du Chocolat (Valrhona)","Cuana, 2013",1121,2013,74,"France",2.75,"Africa, Carribean, C. Am.","yes"
"891","La Maison du Chocolat (Valrhona)","Tobago",1145,2013,60,"France",3.25,"Tobago","no"
"892","La Maison du Chocolat (Valrhona)","Acarigua, w/ nibs",1189,2013,56,"France",3.25,"Ecuador","no"
"893","La Maison du Chocolat (Valrhona)","Loma Sotavento",891,2012,66,"France",3.5,"Dominican Republic","yes"
"894","La Maison du Chocolat (Valrhona)","Grenada",741,2011,68,"France",3.5,"Grenada","yes"
"895","La Maison du Chocolat (Valrhona)","Akosombo",346,2009,68,"France",3.25,"Ghana","yes"
"896","La Maison du Chocolat (Valrhona)","Porcelana, Pariguan",346,2009,69,"France",3.5,"Venezuela","yes"
"897","La Maison du Chocolat (Valrhona)","Cuana, 2008",230,2008,74,"France",3.5,"Ven., Indonesia, Ecuad.","yes"
"898","La Oroquidea","Peruvian Amazon",721,2011,72,"Peru",2.5,"Peru","yes"
"899","La Pepa de Oro","Vinces",713,2011,60,"Ecuador",3.25,"Ecuador","no"
"900","Laia aka Chat-Noir","Madagascar, Batch 59/100",1590,2015,75,"France",2.75,"Madagascar","yes"
"901","Laia aka Chat-Noir","Vietnam, Batch 50/100",1590,2015,75,"France",2.75,"Vietnam","yes"
"902","Laia aka Chat-Noir","Cuba, Batch 59/100",1590,2015,75,"France",3,"Cuba","yes"
"903","Laia aka Chat-Noir","Peru, Batch 51/100",1590,2015,75,"France",3.25,"Peru","yes"
"904","Laia aka Chat-Noir","Ivory Coast, Batch 56/100",1594,2015,75,"France",3,"Ivory Coast","yes"
"905","Laia aka Chat-Noir","Sao Tome, Batch 151",1638,2015,75,"France",3.5,"Sao Tome","yes"
"906","Laia aka Chat-Noir","Bahia, Batch 148",1642,2015,75,"France",3.25,"Brazil","yes"
"907","Laia aka Chat-Noir","Lam Dong, Batch 153",1642,2015,75,"France",3.75,"Vietnam","yes"
"908","Laia aka Chat-Noir","Cuba",1434,2014,70,"France",2.75,"Cuba","yes"
"909","Laia aka Chat-Noir","Trinidad-Tobago",1438,2014,68,"France",2.75,"Trinidad-Tobago","yes"
"910","Lajedo do Ouro","Catongo",927,2012,70,"Brazil",3.5,"Brazil","yes"
"911","Lake Champlain (Callebaut)","Tanzania",327,2009,75,"U.S.A.",2.5,"Tanzania","yes"
"912","L'Amourette","Rugoso",1784,2016,80,"U.S.A.",3.5,"Nicaragua","yes"
"913","L'Amourette","Carenero Superior",833,2012,75,"U.S.A.",3,"Venezuela","yes"
"914","L'Amourette","Rio Caribe",833,2012,75,"U.S.A.",3,"Venezuela","yes"
"915","L'Amourette","Blend",853,2012,72,"U.S.A.",3,"Peru, Ecuador, Venezuela","yes"
"916","Letterpress","La Masica, Batch 7, FHIA",1952,2017,70,"U.S.A.",3.5,"Honduras","yes"
"917","Letterpress","Maya Mtn, Batch 18, Heirloom",1952,2017,70,"U.S.A.",3.25,"Belize","yes"
"918","Letterpress","Liberia",1728,2016,70,"U.S.A.",3.25,"Liberia","yes"
"919","Letterpress","Beniamo",1562,2015,70,"U.S.A.",3.25,"Bolivia","yes"
"920","Letterpress","San Juan Estate, Gran Couva",1562,2015,70,"U.S.A.",3.5,"Trinidad","yes"
"921","Letterpress","San Andres",1566,2015,70,"U.S.A.",3,"Costa Rica","yes"
"922","Letterpress","La Red, Guaconejo",1566,2015,70,"U.S.A.",3.25,"Domincan Republic","yes"
"923","Letterpress","Kokoa Kamili",1566,2015,70,"U.S.A.",3.5,"Tanzania","yes"
"924","Letterpress","Maranura",1371,2014,70,"U.S.A.",3.5,"Peru","yes"
"925","Levy","Sambirano",1231,2014,71,"Finland",3.5,"Madagascar","yes"
"926","Lilla","Madagascar",1856,2016,70,"Finland",3,"Madagascar","yes"
"927","Lillie Belle","Perfect Illusion",855,2012,65,"U.S.A.",3.5,"Peru","yes"
"928","Lillie Belle","Bolivia, Wild Thing",903,2012,68,"U.S.A.",3.5,"Bolivia","yes"
"929","Lillie Belle","La Selva",903,2012,68,"U.S.A.",3.75,"Peru","yes"
"930","Lillie Belle","Purple Haze",947,2012,75,"U.S.A.",2.75,"Venezuela, Dom. Rep.","yes"
"931","Lillie Belle","The Other One, Grand Cru",947,2012,74,"U.S.A.",3,"Dominican Republic","yes"
"932","Lillie Belle","Wild Thing",947,2012,68,"U.S.A.",3.5,"Bolivia","yes"
"933","Loiza","Puerto Rico",1049,2013,65,"Puerto Rico",2.5,"Puerto Rico","yes"
"934","Lonohana","Haleiwa, O'ahu; Lonohana E., Kanahiku",1383,2014,70,"U.S.A.",3.75,"Hawaii","yes"
"935","Lonohana","Haleiwa E, O'ahu, 2014",1395,2014,65,"U.S.A.",3.25,"Hawaii","yes"
"936","Lonohana","Haleiwa E, O'ahu, 2014",1395,2014,75,"U.S.A.",3.75,"Hawaii","yes"
"937","Lonohana","Opaeula Estate, O'ahu, Nene, CG Exclusive",1093,2013,71,"U.S.A.",3,"Hawaii","yes"
"938","Lonohana","Opaeula Estate, O'ahu, Ele'ele",1097,2013,72,"U.S.A.",3,"Hawaii","yes"
"939","Lonohana","Hawaiian Crown, Kona Vanilla",1097,2013,70,"U.S.A.",3.5,"Hawaii","yes"
"940","Love Bar","Nicaragua",1502,2015,75,"U.S.A.",2,"Nicaragua","yes"
"941","Luker","Selva",552,2010,46,"Colombia",2.75,"Colombia, Ecuador","no"
"942","Luker","Macondo",552,2010,60,"Colombia",3,"Colombia, Ecuador","no"
"943","Luker","Misterio",552,2010,58,"Colombia",3,"Colombia, Ecuador","no"
"944","Luker","Santander",552,2010,65,"Colombia",3.5,"Colombia","yes"
"945","Machu Picchu Trading Co.","Peru",721,2011,70,"Peru",1.5,"Peru","yes"
"946","Machu Picchu Trading Co.","Peru",552,2010,55,"Peru",2.25,"Peru","no"
"947","Madecasse (Cinagra)","Madagascar",284,2008,67,"Madagascar",3.5,"Madagascar","yes"
"948","Madecasse (Cinagra)","Madagascar",284,2008,70,"Madagascar",3.75,"Madagascar","yes"
"949","Madecasse (Cinagra)","Madagascar",284,2008,63,"Madagascar",4,"Madagascar","yes"
"950","Madecasse (Cinagra)","Madagascar",288,2008,75,"Madagascar",3.5,"Madagascar","yes"
"951","Madre","Guadalcanal",1940,2017,73,"U.S.A.",3.5,"Solomon Islands","yes"
"952","Madre","Puerto Rico",1085,2013,70,"U.S.A.",2.75,"Puerto Rico","yes"
"953","Madre","Brazil",1085,2013,70,"U.S.A.",3.5,"Brazil","yes"
"954","Madre","Choobua, Kona",1089,2013,70,"U.S.A.",2.75,"Hawaii","yes"
"955","Madre","Xocunusco, Chiapas, Pichucalco",1089,2013,70,"U.S.A.",2.75,"Mexico","yes"
"956","Madre","Hamakua Coast, Kokoleka",991,2012,70,"U.S.A.",3.25,"Hawaii","yes"
"957","Madre","Criollo, Hawaii",995,2012,70,"U.S.A.",3.25,"Hawaii","yes"
"958","Madre","Kaua'i",995,2012,70,"U.S.A.",3.5,"Hawaii","yes"
"959","Madre","Dominican",672,2011,70,"U.S.A.",2.5,"Dominican Republic","yes"
"960","Madre","Upala",693,2011,70,"U.S.A.",2.75,"Costa Rica","yes"
"961","Madre","Chiapas, Triple Cacao",607,2010,72,"U.S.A.",2.75,"Mexico","yes"
"962","Maglio","Africa",300,2008,75,"Italy",2,"Tanzania","yes"
"963","Maglio","Ecuador",308,2008,70,"Italy",3,"Ecuador","yes"
"964","Maglio","Cuba",308,2008,70,"Italy",3.25,"Cuba","yes"
"965","Maglio","Santo Domingo",308,2008,70,"Italy",3.75,"Dominican Republic","yes"
"966","Majani","Ecuador",531,2010,70,"Italy",2,"Ecuador","yes"
"967","Malagasy (Chocolaterie Robert)","Sambirano 2006",184,2007,75,"Madagascar",2.75,"Madagascar","yes"
"968","Malagasy (Chocolaterie Robert)","Mora Mora 2006",184,2007,73,"Madagascar",3.5,"Madagascar","yes"
"969","Malagos","Davao, Mt. Talamo foothills",1121,2013,65,"Philippines",3.5,"Philippines","yes"
"970","Malie Kai (Guittard)","O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,55,"U.S.A.",3.5,"Hawaii","no"
"971","Malie Kai (Guittard)","O'ahu, N. Shore, Waialua Estate",311,2009,55,"U.S.A.",2.75,"Hawaii","no"
"972","Malmo","Chuao",1856,2016,70,"Sweden",3,"Venezuela","yes"
"973","Mana","Ecuador",1446,2015,74,"U.S.A.",2.5,"Ecuador","yes"
"974","Mana","Peru",1219,2014,74,"U.S.A.",2.5,"Peru","yes"
"975","Mana","Venezuela",1219,2014,74,"U.S.A.",2.75,"Venezuela","yes"
"976","Mana","Conacado",821,2012,74,"U.S.A.",3.75,"Dominican Republic","yes"
"977","Manifesto Cacao","Colombia",1331,2014,70,"Colombia",2.75,"Colombia","yes"
"978","Manoa","Markham Valley",1522,2015,72,"U.S.A.",3.5,"Papua New Guinea","yes"
"979","Manoa","Coto Brus",1522,2015,72,"U.S.A.",3.75,"Costa Rica","yes"
"980","Manoa","Waiahole, O'ahu",1089,2013,72,"U.S.A.",3.75,"Hawaii","yes"
"981","Manoa","Liberia, #174",1003,2012,72,"U.S.A.",3.25,"Liberia","yes"
"982","Manoa","Hamakua, Hawaiian Crown, #176",1007,2012,72,"U.S.A.",2.75,"Hawaii","yes"
"983","Manoa","Piura",1007,2012,72,"U.S.A.",3,"Peru","yes"
"984","Manoa","Oahu, Winward, #151, Maunawili district",1007,2012,72,"U.S.A.",3.25,"Hawaii","yes"
"985","Manufaktura Czekolady","Johe",1844,2016,70,"Poland",3.75,"Nicaragua","yes"
"986","Manufaktura Czekolady","Peru",1848,2016,70,"Poland",3.5,"Peru","yes"
"987","Manufaktura Czekolady","Porcelana",1255,2014,70,"Poland",3.75,"Venezuela","yes"
"988","Manufaktura Czekolady","Kolumbia",1279,2014,85,"Poland",3.5,"Colombia","yes"
"989","Manufaktura Czekolady","Grand Cru Dominican Republic",871,2012,70,"Poland",3.25,"Dominican Republic","yes"
"990","Manufaktura Czekolady","Grand Cru Ghana",871,2012,70,"Poland",3.5,"Ghana","yes"
"991","Manufaktura Czekolady","Grand Cru Ecuador",875,2012,70,"Poland",3.25,"Ecuador","yes"
"992","Map Chocolate","Ben Tre, Surprise Valley",1896,2016,75,"U.S.A.",3.25,"Vietnam","yes"
"993","Map Chocolate","ROIG, 2014",1474,2015,70,"U.S.A.",3.5,"Dominican Republic","yes"
"994","Map Chocolate","Maranon, 2014",1474,2015,62,"U.S.A.",3.5,"Peru","yes"
"995","Map Chocolate","Ecuador",1478,2015,70,"U.S.A.",3.5,"Ecuador","yes"
"996","Map Chocolate","San Juan Estate, Cherry Blossoms at Night",1606,2015,70,"U.S.A.",2.75,"Trinidad","yes"
"997","Map Chocolate","A case of the Xerces Blues, triple roast",1606,2015,70,"U.S.A.",3.5,"Nicaragua","yes"
"998","Map Chocolate","Tumbes, Dear Mr. Finley, 2014",1606,2015,68,"U.S.A.",3.5,"Peru","yes"
"999","Map Chocolate","Colombia",1610,2015,75,"U.S.A.",2.75,"Colombia","yes"
"1000","Map Chocolate","Kakoa Kamili, Both Man & Bird & Beast",1610,2015,72,"U.S.A.",3,"Tanzania","yes"
"1001","Map Chocolate","Le Chocolat Chaud",1634,2015,78,"U.S.A.",3.5,"Honduras","yes"
"1002","Marana","Piura",1872,2016,70,"Peru",3,"Peru","yes"
"1003","Marana","Cusco",1884,2016,70,"Peru",2.75,"Peru","yes"
"1004","Marana","San Martin",1884,2016,70,"Peru",3,"Peru","yes"
"1005","Marou","Tan Phu Dong Island, Heart of Darkness",1650,2015,85,"Vietnam",3.25,"Vietnam","yes"
"1006","Marou","Ben Tre",1650,2015,68,"Vietnam",3.5,"Vietnam","yes"
"1007","Marou","Dak Lak, Batch 2451",1650,2015,70,"Vietnam",3.75,"Vietnam","yes"
"1008","Marou","Tan Phu Dong, Treasure Island",1149,2013,75,"Vietnam",3.5,"Vietnam","yes"
"1009","Marou","Ba Ria",845,2012,76,"Vietnam",3.5,"Vietnam","yes"
"1010","Marou","Dong Nai",845,2012,72,"Vietnam",3.5,"Vietnam","yes"
"1011","Marou","Tien Giang, Gao Co-op",845,2012,70,"Vietnam",3.5,"Vietnam","yes"
"1012","Marou","Ben Tre",849,2012,78,"Vietnam",3.5,"Vietnam","yes"
"1013","Marou","Tien Giang",895,2012,80,"Vietnam",3,"Vietnam","yes"
"1014","Marou","Lam Dong",955,2012,74,"Vietnam",3.5,"Vietnam","yes"
"1015","Mars","Matina 1-6, prototype",537,2010,65,"U.S.A.",3,"Costa Rica","yes"
"1016","Mars","Ivory Coast",544,2010,65,"U.S.A.",3,"Ivory Coast","yes"
"1017","Mars","Nigeria",544,2010,65,"U.S.A.",3.25,"Nigeria","yes"
"1018","Mars","Ghana, prototype",544,2010,65,"U.S.A.",3.5,"Ghana","yes"
"1019","Marsatta","Dominican Republic",1189,2013,74,"U.S.A.",2.25,"Dominican Republic","yes"
"1020","Marsatta","Dominican Republic",1189,2013,89,"U.S.A.",2.5,"Dominican Republic","yes"
"1021","Martin Mayer","Alto Beni",1836,2016,76,"Austria",2.75,"Bolivia","yes"
"1022","Martin Mayer","Pisa",1836,2016,82,"Austria",3,"Haiti","yes"
"1023","Martin Mayer","Tumaco",1836,2016,74,"Austria",3.25,"Colombia","yes"
"1024","Mast Brothers","Guatemala",1450,2015,76,"U.S.A.",3,"Guatemala","yes"
"1025","Mast Brothers","Tanzania",1450,2015,74,"U.S.A.",3.25,"Tanzania","yes"
"1026","Mast Brothers","French Laundry 20th Anniversary",1359,2014,75,"U.S.A.",3.75,"Peru, Belize","yes"
"1027","Mast Brothers","Shake Shack",959,2012,73,"U.S.A.",3.5,"Peru, Mad., Dom. Rep.","yes"
"1028","Mast Brothers","Chuao",999,2012,73,"U.S.A.",2.75,"Venezuela","yes"
"1029","Mast Brothers","Chuao, Med. Roast",701,2011,76,"U.S.A.",3,"Venezuela","yes"
"1030","Mast Brothers","Chuao, Dark Roast",709,2011,70,"U.S.A.",3,"Venezuela","yes"
"1031","Mast Brothers","Chuao, Light Roast",713,2011,81,"U.S.A.",2.75,"Venezuela","yes"
"1032","Mast Brothers","Moho River",773,2011,70,"U.S.A.",3.5,"Belize","yes"
"1033","Mast Brothers","Papua New Guinea",777,2011,71,"U.S.A.",2.75,"Papua New Guinea","yes"
"1034","Mast Brothers","San Martin",777,2011,75,"U.S.A.",3,"Peru","yes"
"1035","Mast Brothers","Conacado",777,2011,73,"U.S.A.",3.25,"Dominican Republic","yes"
"1036","Mast Brothers","La Red de Guanconejo, N. Highlands coop",777,2011,74,"U.S.A.",3.75,"Dominican Republic","yes"
"1037","Mast Brothers","Patanemo",572,2010,81,"U.S.A.",2.75,"Venezuela","yes"
"1038","Mast Brothers","Ocumare de la Costa",572,2010,75,"U.S.A.",3,"Venezuela","yes"
"1039","Mast Brothers","Dominican Republic, Coop",572,2010,70,"U.S.A.",3.25,"Dominican Republic","yes"
"1040","Matale","Malekula P., 2013",1177,2013,72,"Australia",3.5,"Vanuatu","yes"
"1041","Matale","Somia, 2013",1177,2013,68,"Australia",4,"Madagascar","yes"
"1042","Matale","Kulili P., 2013",1177,2013,74,"Australia",4,"Papua New Guinea","yes"
"1043","Matale","Blend",1181,2013,70,"Australia",3.75,"PNG, Vanuatu, Mad","yes"
"1044","Maverick","Maya Mountain",1367,2014,70,"U.S.A.",3.25,"Belize","yes"
"1045","Maverick","Elvesia",1367,2014,70,"U.S.A.",3.25,"Dominican Republic","yes"
"1046","Maverick","Tumbes",1430,2014,82,"U.S.A.",3.25,"Peru","yes"
"1047","Maverick","Morropon, Norandiono Coop, Piura",1430,2014,63,"U.S.A.",3.5,"Peru","yes"
"1048","Mayacama","Hispaniola",1728,2016,72,"U.S.A.",3,"Domincan Republic","yes"
"1049","Meadowlands","Bolivia",1287,2014,70,"U.S.A.",2.5,"Bolivia","yes"
"1050","Meadowlands","Venezuela",1287,2014,70,"U.S.A.",2.75,"Venezuela","yes"
"1051","Meadowlands","Belize",1287,2014,70,"U.S.A.",3,"Belize","yes"
"1052","Meadowlands","Nicaragua, w/ inbs",1291,2014,70,"U.S.A.",3,"Nicaragua","yes"
"1053","Meadowlands","Dominican Republic",1291,2014,70,"U.S.A.",3.5,"Dominican Republic","yes"
"1054","Menakao (aka Cinagra)","Madagascar",837,2012,80,"Madagascar",2.5,"Madagascar","yes"
"1055","Menakao (aka Cinagra)","Madagascar",841,2012,72,"Madagascar",2.5,"Madagascar","yes"
"1056","Mesocacao","El Salvador",1494,2015,80,"Honduras",2.75,"El Salvador","yes"
"1057","Mesocacao","El Salvador",1494,2015,70,"Honduras",3,"El Salvador","yes"
"1058","Mesocacao","Honduras",1347,2014,80,"Honduras",3.25,"Honduras","yes"
"1059","Mesocacao","Honduras",1347,2014,70,"Honduras",3.5,"Honduras","yes"
"1060","Mesocacao","La Tronca, Matagalpa",1351,2014,70,"Honduras",3.25,"Nicaragua","yes"
"1061","Mesocacao","La Tronca, Matagalpa",1351,2014,80,"Honduras",3.5,"Nicaragua","yes"
"1062","Metiisto","Fazenda Sempre Firme P., Bahia",1267,2014,70,"Sweden",3,"Brazil","yes"
"1063","Metiisto","Akesson Estate",1267,2014,72,"Sweden",3.5,"Madagascar","yes"
"1064","Metropolitan","South America",1688,2015,70,"Amsterdam",3.5,"South America","yes"
"1065","Michel Cluizel","Chiapas, Mokaya P.",963,2012,66,"France",3.75,"Mexico","yes"
"1066","Michel Cluizel","Carenero Superior, Concepcion",117,2007,66,"France",3.5,"Venezuela","yes"
"1067","Michel Cluizel","Vila Gracinda",135,2007,67,"France",3.5,"Sao Tome","yes"
"1068","Michel Cluizel","Tamarina",24,2006,70,"France",3,"Sao Tome","yes"
"1069","Michel Cluizel","Los Ancones P.",24,2006,67,"France",4,"Dominican Republic","yes"
"1070","Michel Cluizel","Mangaro P.",24,2006,65,"France",4,"Madagascar","yes"
"1071","Michel Cluizel","Maralumi P.",24,2006,64,"France",4,"Papua New Guinea","yes"
"1072","Middlebury","Maya Mountain",1490,2015,80,"U.S.A.",3.5,"Belize","yes"
"1073","Middlebury","San Juan Estate",1490,2015,70,"U.S.A.",3.5,"Trinidad","yes"
"1074","Middlebury","Oko Caribe",1490,2015,75,"U.S.A.",3.75,"Dominican Republic","yes"
"1075","Middlebury","Patanemo, Epoch, Donaldo",1490,2015,75,"U.S.A.",3.75,"Venezuela","yes"
"1076","Middlebury","Kokoa Kamili",1538,2015,75,"U.S.A.",3.25,"Tanzania","yes"
"1077","Middlebury","Matagalpa, Cacao Bisiesto",1538,2015,70,"U.S.A.",3.5,"Nicaragua","yes"
"1078","Middlebury","La Red",1117,2013,75,"U.S.A.",2.5,"Dominican Republic","yes"
"1079","Middlebury","Belize",1117,2013,80,"U.S.A.",3.25,"Belize","yes"
"1080","Middlebury","Alto Beni",887,2012,75,"U.S.A.",2,"Bolivia","yes"
"1081","Middlebury","Balinese, Java",887,2012,70,"U.S.A.",2.5,"Indonesia","yes"
"1082","Millcreek Cacao Roasters","Ecuador",1073,2013,70,"U.S.A.",2.5,"Ecuador","yes"
"1083","Millcreek Cacao Roasters","Ecuador",825,2012,70,"U.S.A.",3.5,"Ecuador","yes"
"1084","Mindo","Ecuador",607,2010,67,"U.S.A.",2.75,"Ecuador","yes"
"1085","Mindo","Ecuador",607,2010,77,"U.S.A.",2.75,"Ecuador","yes"
"1086","Minimal","Acul-du-Nord, 2015",1920,2016,70,"Japan",3.5,"Haiti","yes"
"1087","Mission","Fazenda Camboa, Bahia",1880,2016,75,"Brazil",3.75,"Brazil","yes"
"1088","Mission","Bahia, Fazenda Venturosa",1626,2015,70,"Brazil",3.5,"Brazil","yes"
"1089","Mita","Tumaco",955,2012,65,"Colombia",2.5,"Colombia","yes"
"1090","Moho","Toledo District, w/ nibs",1026,2013,73,"U.S.A.",3.25,"Belize","yes"
"1091","Moho","Toledo District",1030,2013,72,"U.S.A.",3,"Belize","yes"
"1092","Moho","Umoho R., Toledo District, San Felipe",607,2010,67,"U.S.A.",2.75,"Belize","yes"
"1093","Molucca","La Red",1614,2015,70,"U.S.A.",3,"Domincan Republic","yes"
"1094","Molucca","Indonesia",1618,2015,70,"U.S.A.",2.75,"Indonesia","yes"
"1095","Molucca","Peru",1618,2015,70,"U.S.A.",3.25,"Peru","yes"
"1096","Momotombo","Matagalpa",661,2011,70,"Nicaragua",2.75,"Nicaragua","yes"
"1097","Momotombo","Mombacho",661,2011,70,"Nicaragua",2.75,"Nicaragua","yes"
"1098","Momotombo","Oscuro",772,2011,70,"Nicaragua",3.25,"Nicaragua","yes"
"1099","Monarque","Oko Caribe",1812,2016,72,"Canada",3.5,"Dominican Republic","yes"
"1100","Monsieur Truffe","Papaua New Guinea",1391,2014,70,"Australia",3.25,"Papua New Guinea","yes"
"1101","Montecristi","Manabi",1654,2015,70,"Ecuador",3.25,"Ecuador","yes"
"1102","Montecristi","Manabi",1654,2015,63,"Ecuador",3.5,"Ecuador","yes"
"1103","Montecristi","Manabi",1658,2015,85,"Ecuador",3.5,"Ecuador","yes"
"1104","Muchomas (Mesocacao)","Nicaragua",1462,2015,70,"U.S.A.",3.5,"Nicaragua","yes"
"1105","Muchomas (Mesocacao)","Nicaragua",1462,2015,80,"U.S.A.",3.5,"Nicaragua","yes"
"1106","Mutari","Kokoa Kamili, batch 1 SRB",1896,2016,68,"U.S.A.",2.75,"Tanzania","yes"
"1107","Mutari","Oko Caribe, batch 1 SRB",1896,2016,71,"U.S.A.",2.75,"Domincan Republic","yes"
"1108","Mutari","Ambanja, batch 1 SRB",1900,2016,68,"U.S.A.",2.75,"Madagascar","yes"
"1109","Mutari","Tien Giang, batch 1 SRB",1900,2016,80,"U.S.A.",3,"Vietnam","yes"
"1110","Nahua","Costa Rica, Oscuro",1049,2013,58,"Costa Rica",2.5,"Costa Rica","no"
"1111","Nahua","Costa Rica, Oscuro",1049,2013,70,"Costa Rica",3,"Costa Rica","yes"
"1112","Naive","Trinidad & Tobago",1046,2013,70,"Lithuania",3.75,"Trinidad, Tobago","yes"
"1113","Naive","Maranon Canyon, Fortunato No. 4",1133,2013,78,"Lithuania",3.75,"Peru","yes"
"1114","Naive","Grenada",867,2012,71,"Lithuania",2.5,"Grenada","yes"
"1115","Na�ve","Nicaragua",1379,2014,70,"Lithuania",3.25,"Nicaragua","yes"
"1116","Na�ve","Chuao",1399,2014,75,"Lithuania",2.75,"Venezuela","yes"
"1117","Na�ve","Barinas",1399,2014,70,"Lithuania",3,"Venezuela","yes"
"1118","Nanea","Criollo Blend",1007,2013,85,"U.S.A.",3.5,"Hawaii","yes"
"1119","Nathan Miller","Peru",1403,2014,72,"U.S.A.",2.25,"Peru","yes"
"1120","Nathan Miller","Hispaniola",1403,2014,70,"U.S.A.",2.5,"Dominican Republic","yes"
"1121","Nathan Miller","Madagascar",1403,2014,73.5,"U.S.A.",2.5,"Madagascar","yes"
"1122","Nathan Miller","Ghana",1403,2014,70,"U.S.A.",3.5,"Ghana","yes"
"1123","Neuhaus (Callebaut)","Papua New Guinea",531,2010,70,"Belgium",2.5,"Papua New Guinea","yes"
"1124","Neuhaus (Callebaut)","Manickchand Estate",230,2008,67,"Belgium",3.75,"Trinidad","yes"
"1125","Neuhaus (Callebaut)","West Africa",15,2006,73,"Belgium",2,"West Africa","yes"
